鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
桃園區,房地(土地+建物),桃園市桃園區民有六街1~30號,6.14,住,,,1081130,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850118,69.99000000000001,1,1,1,有,有,3300000,47150,,0.0,0,,RPVNMLPKJHPFFAH68CA
桃園區,土地,桃園段長美小段31~60地號,15.6,其他,,,1081218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1329000,85192,,0.0,0,,RPWSMLOKJHPFFAH56CA
桃園區,房地(土地+建物),桃園市桃園區復興路91~120號,5.86,商,,,1081218,土地1建物1車位0,十七層,二十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0860322,60.60000000000001,1,1,1,有,有,4500000,74257,,0.0,0,,RPXSMLOKJHPFFAH66CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,33.73,住,,,1070411,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,158.2,3,2,2,有,無,10350000,68219,坡道平面,28.47,1500000,,RPUPMLQKJHPFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,24.12,住,,,1080210,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,120.67,2,2,1,有,無,7750000,67787,坡道平面,28.47,1500000,,RPWPMLQKJHPFFAH09CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,24.12,住,,,1080113,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,120.67,2,2,1,有,無,8000000,70499,坡道平面,28.47,1500000,,RPXPMLQKJHPFFAH56CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,24.12,住,,,1080405,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,120.67,2,2,1,有,無,8080000,70282,坡道平面,28.47,1600000,,RPOQMLQKJHPFFAH38CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,28.2,住,,,1080517,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,136.42000000000002,2,2,1,有,無,8800000,66698,坡道平面,28.47,1600000,,RPPQMLQKJHPFFAH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,28.2,住,,,1071123,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,136.42000000000002,2,2,1,有,無,8450000,64382,坡道平面,28.47,1500000,,RPQQMLQKJHPFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,25.06,住,,,1070915,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,124.28,2,2,1,有,無,7800000,64711,坡道平面,28.47,1600000,,RPSQMLQKJHPFFAH78CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,25.06,住,,,1071104,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,121.88000000000001,2,2,1,有,無,7800000,65755,坡道平面,26.07,1500000,,RPVQMLQKJHPFFAH09CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,33.73,住,,,1080126,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,158.2,3,2,2,有,無,10400000,67833,坡道平面,28.47,1600000,,RPORMLQKJHPFFAH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,24.12,住,,,1080802,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,120.67,2,2,1,有,無,8000000,66297,坡道平面,28.47,0,,RPPRMLQKJHPFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,24.12,住,,,1080331,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,120.67,2,2,1,有,無,7890000,68221,坡道平面,28.47,1600000,,RPSRMLQKJHPFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,28.2,住,,,1071009,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,134.02,2,2,1,有,無,8700000,67624,坡道平面,26.07,1400000,,RPPNMLRKJHPFFAH28CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,28.2,住,,,1080310,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,136.42000000000002,2,2,1,有,無,8900000,67624,坡道平面,28.47,1600000,,RPQNMLRKJHPFFAH38CA
桃園區,房地(土地+建物)+車位,桃園市桃園區民富二街1~30號,28.2,住,,,1080411,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,136.42000000000002,2,2,1,有,無,9100000,69477,坡道平面,28.47,1600000,,RPSNMLRKJHPFFAH58CA
觀音區,土地,大潭段塘背小段1111~1140地號,108.89,,特定農業區,農牧用地,1081225,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,450820,4140,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLKMJHPFFBH58EA
桃園區,房地(土地+建物),桃園市桃園區同安街183巷1弄1~30號,25.75,住,,,1081208,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700416,78.07,0,0,0,無,無,3500000,44832,,0.0,0,,RPVNMLQKJHPFFAH98EA
龜山區,房地(土地+建物),桃園市龜山區東萬壽路313巷1~30號,36.54,,山坡地保育區,丙種建築用地,1081226,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841020,90.25,3,2,2,有,有,4000000,44321,,0.0,0,,RPROMLPKJHPFFHH56DA
平鎮區,土地,振平段991~1020地號,30.57,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2537890,83019,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQPMLLLJHPFFGH78DA
大園區,房地(土地+建物),桃園市大園區拔子林一路91巷31~60號,21.85,住,,,1081230,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840516,56.849999999999994,3,2,2,有,無,3000000,52780,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLNJKHPFFEH88DA
八德區,房地(土地+建物),桃園市八德區中華路301~330號,10.48,住,,,1081123,土地1建物1車位0,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850803,102.01,3,2,2,有,有,4220000,41368,,0.0,0,,RPUOMLKLJHPFFFH88DA
桃園區,房地(土地+建物),桃園市桃園區中山路631~660號,24.88,住,,,1081126,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0911011,151.24,3,2,2,有,無,8600000,56863,,0.0,0,,RPOOMLMLJHPFFAH97DA
觀音區,土地,大堀段1111~1140地號,1052.0,,特定農業區,農牧用地,1070929,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,4278,,0.0,0,,RPXQMLRJKHPFFBH96DA
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路239巷1~30號,13.25,住,,,1081226,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890302,160.51999999999998,2,2,2,有,有,5000000,31149,坡道平面,0.0,1000000,,RPWOMLMLJHPFFBH88DA
中壢區,建物,桃園市中壢區福祥路309巷1~30號,0.0,,,,1081028,土地0建物1車位0,一層,一層,工廠,工業用,見其他登記事項,0890504,271.01,0,0,0,無,無,1600000,,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPRPMLLKKHPFFBH38DA
中壢區,房地(土地+建物),桃園市中壢區福祥路390巷1~30號,397.81,,特定農業區,丁種建築用地,1081028,土地2建物1車位0,一層,一層,工廠,工業用,見其他登記事項,0890504,305.83,0,0,0,無,無,17900000,,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,SPRPMLLKKHPFFBH48DA
中壢區,房地(土地+建物),桃園市中壢區福祥路390巷1~30號,449.08,,特定農業區,丁種建築用地,1081028,土地2建物1車位0,一層,一層,工廠,工業用,見其他登記事項,0900509,332.15,0,0,0,無,無,19000000,,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,TPRPMLLKKHPFFBH58DA
中壢區,房地(土地+建物),桃園市中壢區福祥路390巷1~30號,486.3,,特定農業區,丁種建築用地,1081028,土地2建物1車位0,一層,一層,工廠,工業用,見其他登記事項,0890504,359.84,0,0,0,無,無,21500000,,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,UPRPMLLKKHPFFBH68DA
中壢區,房地(土地+建物),桃園市中壢區福壽一街1~30號,88.0,住,,,1081206,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0630718,160.16,5,3,3,有,無,7200000,44955,,0.0,0,含增建或未登記建物。權利人有兩位。,RPVPMLKLJHPFFBH68DA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南福街61~90號,11.66,住,,,1081220,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890405,114.22,2,1,1,有,有,6100000,53406,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLLKKHPFFEH56EA
觀音區,房地(土地+建物),桃園市觀音區長春街121~150號,18.76,,工業區,丁種建築用地,1081206,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1061229,79.64,2,2,2,有,有,3900000,48970,,0.0,0,"套房型產品,建號內含2間套房",RPPNMLQKJHPFFBH38DA
觀音區,房地(土地+建物),桃園市觀音區長春街121~150號,18.76,,工業區,丁種建築用地,1081201,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1061229,79.64,2,2,2,有,有,3900000,48970,,0.0,0,"套房型產品,建號內含2間套房",RPQNMLQKJHPFFBH48DA
中壢區,房地(土地+建物)+車位,桃園市中壢區聖德路二段361~390號,33.86,,特定農業區,甲種建築用地,1081229,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041007,164.07,3,2,2,有,有,8100000,48581,坡道平面,21.01,1150000,,RPTOMLPKJHPFFBH78DA
桃園區,房地(土地+建物),桃園市桃園區介壽路419巷31~60號,28.08,住,,,1081216,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681001,65.37,2,1,1,有,無,2300000,35184,,0.0,0,,RPPPMLKMJHPFFAH08DA
桃園區,土地,埔子段埔子小段1681~1710地號,110.0,其他,,,1081216,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5200000,47273,,0.0,0,,RPQOMLNKKHPFFAH28DA
桃園區,房地(土地+建物),桃園市桃園區春日路211~240號,21.67,其他,,,1081218,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0771209,133.15,4,2,2,有,無,5600000,42058,,0.0,0,含增建或未登記建物。;,RPUOMLLLJHPFFAH48DA
桃園區,房地(土地+建物),桃園市桃園區中正三街301~330號,18.96,住,,,1081218,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780719,118.36,3,2,2,有,無,5850000,49425,,0.0,0,含增建或未登記建物。;,RPVPMLKLJHPFFAH58DA
桃園區,房地(土地+建物)+車位,桃園市桃園區同德二街1~30號,23.74,住,,,1081105,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950810,144.28,2,2,2,有,有,10500000,82305,坡道平面,32.5,1300000,含增建或未登記建物。,RPWRMLQKJHPFFAH76DA
龜山區,房地(土地+建物),桃園市龜山區文化三路391~420號,6.05,商,,,1081227,土地3建物1車位0,五層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1080130,51.209999999999994,1,1,1,有,有,5800000,113259,,0.0,0,含增建或未登記建物。;,RPQNMLKLJHPFFHH48CA
龜山區,房地(土地+建物)+車位,桃園市龜山區萬壽路一段50巷1~30號,35.56,住,,,1081204,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850307,174.67,4,2,3,有,無,13800000,79006,坡道平面,41.41,0,含增建或未登記建物。;,RPSPMLLLJHPFFHH98CA
龜山區,房地(土地+建物),桃園市龜山區頂興路1巷1~30號,20.41,住,,,1090102,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700915,72.8,3,2,2,有,無,2970000,40797,,0.0,0,,RPPTMLOKJHPFFHH66CA
龜山區,土地,半嶺段811~840地號,139.0,住,,,1090103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12615000,90755,,0.0,0,1.土地現有出租情況及有鄰屋占用共同壁情事，皆由買方承受。2.含未登記建物。,RPQNMLPKJHPFFHH88CA
龜山區,房地(土地+建物),桃園市龜山區德明路61~90號,7.93,住,,,1090106,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0931118,24.09,1,0,1,有,有,1700000,70569,,0.0,0,,RPSOMLPKJHPFFHH56CA
龜山區,房地(土地+建物),桃園市龜山區德明路61~90號,7.93,住,,,1090106,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0931118,24.09,1,0,1,有,有,1700000,70569,,0.0,0,,RPTOMLPKJHPFFHH66CA
平鎮區,土地,廣西段61~90地號,35.33,其他,,,1081217,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,274115,7759,,0.0,0,包含公共設施保留地之交易。;,RPRNMLPJKHPFFGH88CA
平鎮區,房地(土地+建物),桃園市平鎮區忠孝路50巷1~30號,79.0,住,,,1081125,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0630201,126.02,6,3,3,有,無,7500000,59514,,0.0,0,含增建或未登記建物。;本案為二等親間親屬買賣。,RPPPMLOJKHPFFGH78CA
平鎮區,房地(土地+建物),桃園市平鎮區華安街1~30號,21.37,住,,,1081204,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881027,101.19,3,2,2,有,有,3600000,35577,,0.0,0,,RPSOMLMLJHPFFGH88CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區福壽路1~30號,18.53,住,,,1081104,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080820,116.93,2,1,1,有,有,5240000,43202,坡道平面,25.73,1300000,,RPQNMLOJKHPFFGH68CA
平鎮區,土地,振平段781~810地號,170.32,其他,,,1081119,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2545000,14942,,0.0,0,包含公共設施保留地之交易。;,RPQNMLMJKHPFFGH48CA
平鎮區,土地,廣西段301~330地號,12.88,其他,,,1081119,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,172063,13359,,0.0,0,包含公共設施保留地之交易。;,SPQNMLMJKHPFFGH58CA
平鎮區,房地(土地+建物),桃園市平鎮區廣興三街1~30號,48.0,住,,,1081211,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0610701,93.14,3,2,4,有,無,10500000,112734,,0.0,0,,RPSOMLNJKHPFFGH88CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區福壽路1~30號,18.53,住,,,1081120,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080820,113.94,2,1,1,有,有,5500000,48168,坡道平面,24.67,1200000,,RPTOMLNJKHPFFGH98CA
平鎮區,房地(土地+建物),桃園市平鎮區民族路二段193巷1~30號,67.49,住,,,1081217,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0680225,93.74,4,2,3,有,無,8500000,90676,,0.0,0,,RPPNMLRKJHPFFGH88CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中興路平鎮段355巷3弄61~90號,30.47,,鄉村區,乙種建築用地,1081203,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080927,147.44,2,2,2,有,有,5800000,37850,坡道平面,27.23,1250000,,RPQNMLKLJHPFFGH38CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中興路平鎮段355巷3弄61~90號,30.47,,鄉村區,乙種建築用地,1081203,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080927,147.44,2,2,2,有,有,5920000,38849,坡道平面,27.23,1250000,,RPRNMLKLJHPFFGH48CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中興路平鎮段355巷3弄61~90號,30.47,,鄉村區,乙種建築用地,1081203,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080927,147.44,2,2,2,有,有,5700000,37019,坡道平面,27.23,1250000,,RPSNMLKLJHPFFGH58CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中興路平鎮段355巷3弄61~90號,30.47,,鄉村區,乙種建築用地,1081202,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080927,147.44,2,2,2,有,有,6760000,45836,坡道平面,27.23,1250000,,RPUNMLKLJHPFFGH78CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中興路平鎮段355巷3弄61~90號,30.47,,鄉村區,乙種建築用地,1081124,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080927,147.87,2,2,2,有,有,5600000,37301,坡道平面,27.23,1100000,,RPVNMLKLJHPFFGH88CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中興路平鎮段355巷3弄61~90號,23.9,,鄉村區,乙種建築用地,1081027,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080927,120.50999999999999,2,2,1,有,有,5150000,42882,坡道平面,27.23,1150000,,RPWNMLKLJHPFFGH98CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中興路平鎮段355巷3弄61~90號,30.47,,鄉村區,乙種建築用地,1081220,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080927,147.44,2,2,2,有,有,5900000,39514,坡道平面,27.23,1150000,,RPXNMLKLJHPFFGH09CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中興路平鎮段355巷3弄61~90號,30.47,,鄉村區,乙種建築用地,1081203,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080927,147.87,2,2,2,有,有,5980000,39208,坡道平面,27.23,1250000,,RPOOMLKLJHPFFGH28CA
平鎮區,土地,長安段91~120地號,1603.24,其他,,,1081216,土地31建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37567371,23432,,0.0,0,,RPXNMLOKJHPFFGH76CA
八德區,房地(土地+建物)+車位,桃園市八德區建德路361~390號,76.4,住,,,1081107,土地1建物2車位2,八層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070122,374.11,2,2,3,有,有,23680000,71339,坡道平面,80.02,2700000,,RPTNMLKKKHPFFFH58CA
八德區,房地(土地+建物)+車位,桃園市八德區建德路361~390號,58.9,住,,,1081128,土地1建物2車位1,三層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070122,267.42,2,2,3,有,有,17280000,70489,坡道平面,40.01,1250000,,RPVNMLKKKHPFFFH78CA
八德區,房地(土地+建物)+車位,桃園市八德區忠勇七街1~30號,23.71,住,,,1081208,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080521,153.51999999999998,3,2,2,有,有,10900000,71825,坡道平面,21.95,1450000,,RPWNMLKKKHPFFFH88CA
八德區,土地,豐田段1051~1080地號,73.21,住,,,1081213,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5350000,73077,,0.0,0,,RPXOMLRKJHPFFFH07CA
八德區,房地(土地+建物),桃園市八德區廣興路132巷30弄1~30號,43.55,住,,,1081218,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0721219,75.72,2,2,2,有,無,3280000,43317,,0.0,0,,RPTNMLRKJHPFFFH56CA
八德區,土地,竹園段151~180地號,8182.49,,特定農業區,農牧用地,1081204,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,59400000,7259,,0.0,0,,RPUOMLLLJHPFFFH88CA
八德區,房地(土地+建物)+車位,桃園市八德區豐德路271~300號,26.14,住,,,1081214,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071102,151.25,3,2,2,有,有,7820000,59807,坡道平面,40.56,1200000,,RPXNMLNJKHPFFFH56CA
八德區,房地(土地+建物)+車位,桃園市八德區豐德路271~300號,24.74,住,,,1081218,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071102,145.57,3,2,2,有,有,6500000,51424,坡道平面,40.56,1100000,,RPOOMLNJKHPFFFH38CA
八德區,房地(土地+建物)+車位,桃園市八德區豐德路241~270號,24.74,住,,,1081221,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071102,145.57,3,2,2,有,有,6800000,53328,坡道平面,40.56,1200000,,RPPOMLNJKHPFFFH48CA
八德區,房地(土地+建物)+車位,桃園市八德區豐德路211~240號,26.14,住,,,1081207,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071102,149.57999999999998,3,2,2,有,有,7130000,54394,坡道平面,40.56,1200000,,RPQOMLNJKHPFFFH58CA
八德區,房地(土地+建物),桃園市八德區豐田路225巷1~30號,134.01,住,,,1080920,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1031031,436.78,4,3,4,有,有,31600000,72348,,0.0,0,,RPQOMLMLJHPFFFH58CA
八德區,土地,永福段841~870地號,20.68,住,,,1081129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,58027,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLNLJHPFFFH48CA
大園區,房地(土地+建物)+車位,桃園市大園區大華一街1~30號,30.73,住,,,1081201,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030929,203.19,3,2,2,有,有,15500000,76283,坡道平面,26.96,0,,RPXOMLRJKHPFFEH96CA
八德區,房地(土地+建物)+車位,桃園市八德區山下街1~30號,25.7,,鄉村區,乙種建築用地,1081231,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070108,143.6,2,2,1,有,有,7100000,55391,坡道平面,42.5,1500000,,RPVNMLLMJHPFFFH98CA
八德區,房地(土地+建物)+車位,桃園市八德區中華路201巷1~30號,23.63,住,,,1080908,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070911,174.51999999999998,4,3,3,有,有,8300000,47559,坡道平面,0.0,0,,RPTOMLOJKHPFFFH98CA
八德區,房地(土地+建物)+車位,桃園市八德區中華路201巷1~30號,23.63,住,,,1081202,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070911,174.51999999999998,3,1,2,有,有,8800000,57471,坡道平面,44.02,1300000,土地及建物分次登記案件。前案土地登記收件字號：;,RPVNMLPKJHPFFFH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大興十街91~120號,41.15,住,,,1081213,土地1建物1車位2,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040305,307.2,3,2,3,有,有,15000000,53861,坡道平面,69.55,2200000,,RPOPMLTJKHPFFEH98CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區國豐十街239巷1~30號,35.2,住,,,1081209,土地4建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,179.17000000000002,3,1,2,有,有,9500000,59715,坡道平面,48.55,1700000,,RPROMLQJKHPFFEH88CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區國豐十街239巷31~60號,34.35,住,,,1081209,土地4建物1車位1,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,175.69,3,1,2,有,有,10280000,67485,坡道平面,48.55,1700000,,RPSOMLQJKHPFFEH98CA
大園區,房地(土地+建物),桃園市大園區華興路二段478巷61~90號,112.01,,特定農業區,甲種建築用地,1081129,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1080910,366.7,4,2,4,有,有,18480000,50395,,0.0,0,,RPPPMLNJKHPFFEH48CA
蘆竹區,房地(土地+建物),桃園市蘆竹區南山路一段61~90號,6.61,住,,,1081203,土地1建物1車位0,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840811,71.97,2,2,1,有,有,4300000,59747,,0.0,0,,RPVNMLOJKHPFFEH98CA
大園區,土地,圳股頭段圳股頭小段391~420地號,151.0,,一般農業區,甲種建築用地,1081105,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,33113,,0.0,0,含增建或未登記建物。;,RPTNMLLLJHPFFEH58CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山路31~60號,69.75,住,,,1081216,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960719,393.73,4,2,4,有,有,34500000,88743,坡道平面,46.66,3700000,,RPTNMLKLJHPFFEH48CA
蘆竹區,土地,水尾段901~930地號,385.72,其他,,,1081213,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7404471,19196,,0.0,0,包含公共設施保留地之交易。;,RPPNMLKLJHPFFEH08CA
大園區,土地,沙崙段沙崙小段1201~1230地號,2884.0,,一般農業區,農牧用地,1081129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,63685930,22083,,0.0,0,,RPPOMLKLJHPFFEH18CA
大園區,土地,竹圍段海方厝小段181~210地號,222.0,,一般農業區,農牧用地,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7250000,32658,,0.0,0,,RPROMLKLJHPFFEH38CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區瓦窯里7鄰南山路一段121~150號,24.13,工,,,1081011,土地1建物1車位1,一層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040713,245.19,0,0,0,無,有,16850000,68722,坡道平面,34.0,0,,RPWRMLLLJHPFFEH66CA
大園區,房地(土地+建物),桃園市大園區?林路338巷1~30號,53.66,商,,,1081230,土地1建物2車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830312,203.45,3,1,2,有,無,7700000,37847,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLRKJHPFFEH56CA
